标题,摘要,发布时间,链接
韩国综合指数跌幅收窄至2%以内,【韩国综合指数跌幅收窄至2%以内】韩国综合指数回升，跌幅收窄至2%以内，此前一度跌超5%。,2026-02-06 10:14:39,https://finance.eastmoney.com/a/202602063643864165.html
小金属板块回暖 翔鹭钨业涨停,小金属板块回暖，翔鹭钨业涨停，章源钨业、中钨高新、东方钽业、厦门钨业、金钼股份跟涨。,2026-02-06 10:13:20,https://finance.eastmoney.com/a/202602063643863555.html
现货黄金转涨,现货黄金转涨，现涨0.28%，报4790.01美元/盎司，此前一度跌超2.5%。,2026-02-06 10:12:50,https://finance.eastmoney.com/a/202602063643862637.html
创新药概念盘中震荡反弹 广生堂涨超10%,创新药概念盘中震荡反弹，广生堂涨超10%，诺诚健华、舒泰神、科伦药业、三生国健、美迪西、诺思兰德冲高。,2026-02-06 10:11:31,https://finance.eastmoney.com/a/202602063643861561.html
日经225指数转涨,日经225指数转涨，现报53864.82点，此前一度跌超1.6%。,2026-02-06 10:10:46,https://finance.eastmoney.com/a/202602063643859541.html
消费“六注意” 欢乐过大年 中消协发布春节消费提示,【消费“六注意” 欢乐过大年 中消协发布春节消费提示】新春佳节将至，消费市场繁荣活跃。为引导广大消费者树立科学、理性、节约、绿色的消费理念，营造安全、放心、和谐的节日消费环境，中国消费者协会结合近期市场特点与消费者关注话题，发布消费提示。,2026-02-06 10:09:48,https://finance.eastmoney.com/a/202602063643859113.html
美政府发布安全警告 敦促美国公民尽快离开伊朗,【美政府发布安全警告 敦促美国公民尽快离开伊朗】美国东部时间2月5日，美国国务院再次发布安全警告称，伊朗局势依然紧张，敦促美国公民尽快自行离开伊朗，并制定不依赖美国政府协助的离境计划。如暂时无法离境，应就地避险，储备必要物资。,2026-02-06 10:08:27,https://finance.eastmoney.com/a/202602063643857824.html
薅不了一点鹅毛 阿里千问30亿红包免单奶茶链接被微信封了,【薅不了一点鹅毛 阿里千问30亿红包免单奶茶链接被微信封了】阿里千问30亿AI“黑魔法”正式开启。记者关注到，2月6日一早已有大批用户在微信上传播邀好友口令。不过，截至目前，千问红包分享链接已被微信封禁。有网友称，“果然薅不了一点鹅毛”。,2026-02-06 10:06:20,https://finance.eastmoney.com/a/202602063643855440.html
马斯克据悉在SpaceX-xAI交易中采用“三角并购”架构,【马斯克据悉在SpaceX-xAI交易中采用“三角并购”架构】2月6日消息，据报道，马斯克在SpaceX收购xAI时采用了常见的两步并购流程，该流程具有双重优势：既避免了偿还数十亿美元债务，又为股东提供了税收优惠。此举还使SpaceX免于承担xAI的任何法律责任。马斯克并未选择将两家公司合并为一体并全面整合运营，而是决定保留xAI作为SpaceX的全资子公司——该子公司运营着社交媒体平台X并开发了Grok聊天机器人。,2026-02-06 10:04:56,https://finance.eastmoney.com/a/202602063643853896.html
分散染料概念盘中逆势拉升 闰土股份涨停,分散染料概念盘中逆势拉升，闰土股份涨停，锦鸡股份、浙江龙盛、百合花、建新股份、醋化股份跟涨。,2026-02-06 10:02:33,https://finance.eastmoney.com/a/202602063643850268.html
电网设备概念表现活跃 三变科技涨停,电网设备概念表现活跃，三变科技涨停，双杰电气、保变电气、安靠智电、汇金通、新特电气、望变电气、中国西电跟涨。,2026-02-06 10:00:00,https://finance.eastmoney.com/a/202602063643845853.html
技术迭代引发AI应用股调整 赤子城科技跌超4%,【技术迭代引发AI应用股调整 赤子城科技跌超4%】受海外科技股抛售情绪传导影响，港股AI概念股多数走弱。截至发稿，五一视界(06651.HK)跌5.56%、赤子城科技(09911.HK)跌4.73%、浪潮数字企业(00596.HK)跌4.62%、美图公司(01357.HK)跌3.88%、出门问问(02438.HK)跌3.17%。,2026-02-06 09:59:55,https://finance.eastmoney.com/a/202602063643847395.html
我国量子科技研究取得新突破 量子网络走向现实可能,【我国量子科技研究取得新突破 量子网络走向现实可能】中国科学技术大学潘建伟及其同事在可扩展量子网络研究方面取得重大突破；上述突破是我国在量子通信与量子网络领域继“墨子号”量子卫星之后取得的又一里程碑式成果；标志着基于量子纠缠的光纤量子网络正在从理论构想走向现实可能，进一步扩大了我国在该领域的国际领先优势。,2026-02-06 09:57:49,https://finance.eastmoney.com/a/202602063643840715.html
国寿投资公司在管规模6272亿元,【国寿投资公司在管规模6272亿元】2月5日，中国人寿集团旗下国寿投资公司在京召开2026年工作会议。会议披露的“十四五”成绩单显示，国寿投资公司累计签约规模超1万亿元，累计划款规模9214亿元，在管规模6272亿元，居另类保险投资行业首位，服务实体经济在管规模5979亿元。,2026-02-06 09:56:09,https://finance.eastmoney.com/a/202602063643837391.html
i茅台又崩了,【i茅台又崩了】在2月5日出现抢购页面无法访问后，2月6日9:00开始，部分网友反馈茅台抢购页面再次崩溃。,2026-02-06 09:54:27,https://finance.eastmoney.com/a/202602063643832174.html
美伊谈判在即 白宫称特朗普有“诸多选项”,【美伊谈判在即 白宫称特朗普有“诸多选项”】美国白宫发言人莱维特5日就即将进行的美伊谈判表态，称美国除了外交手段外，“还拥有诸多选项可供考虑”。,2026-02-06 09:53:24,https://finance.eastmoney.com/a/202602063643825858.html
日本央行委员增田弘一：为避免工资物价循环出现过度上涨 需谨慎调整政策,【日本央行委员增田弘一：为避免工资物价循环出现过度上涨 需谨慎调整政策】据报道，日本央行委员增田弘一表示，为避免工资物价循环出现过度上涨，需谨慎调整政策。,2026-02-06 09:50:54,https://finance.eastmoney.com/a/202602063643811577.html
港股中医药概念逆市活跃 中国中药一度涨超7%,中医药概念逆市活跃，截至发稿，中国中药(00570.HK)涨5.8%，报2.19港元；位元堂(00897.HK)涨4.35%，报0.36港元；同仁堂国药(03613.HK)涨2.38%，报9.03港元；同仁堂科技(01666.HK)涨1.83%，报4.44港元。,2026-02-06 09:48:13,https://finance.eastmoney.com/a/202602063643802080.html
商业航天概念局部回暖 巨力索具13天7板,商业航天概念局部回暖，巨力索具走出13天7板，中环海陆涨超10%，天马新材、信维通信、神剑股份、金风科技跟涨。,2026-02-06 09:45:59,https://finance.eastmoney.com/a/202602063643787034.html
刚刚，深圳上市公司达600家！,【刚刚，深圳上市公司达600家！】2月6日上午，随着卓正医疗，大族数控在港股敲钟上市，宣告深圳迎来了里程碑时刻：全市上市公司总量突破600家大关，其中，境内上市公司426家，境外上市公司174家。,2026-02-06 09:45:43,https://finance.eastmoney.com/a/202602063643792810.html
叮咚买菜为何盈利期“卖身”美团？创始人内部信曝光！即时零售巨头争夺战打响,【叮咚买菜为何盈利期“卖身”美团？创始人内部信曝光！即时零售巨头争夺战打响】叮咚买菜为何选择在盈利期“卖身”美团？叮咚买菜创始人梁昌霖同日发布的内部信表示，双方合并之后，叮咚的三大核心竞争力：极致的商品力、超预期的服务力、和通过供应链系统打造的极致效率，不会因为合并而消失，反而会在更大的平台上发挥更大的价值。,2026-02-06 09:45:24,https://finance.eastmoney.com/a/202602063643790376.html
光通信概念震荡回升 杭电股份6天5板,光通信概念震荡回升，杭电股份走出6天5板，长飞光纤涨超7%，续创历史新高，长江通信、致尚科技、通光线缆、亨通光电跟涨。,2026-02-06 09:42:18,https://finance.eastmoney.com/a/202602063643762661.html
天合光能：公司未与SpaceX开展任何合作 未有涉及“太空光伏”的相关订单收入,【天合光能：公司未与SpaceX开展任何合作 未有涉及“太空光伏”的相关订单收入】2月5日，天合光能公告，经核实，公司于2010年至2018年期间累计向北美区域客户TeslaMotors及其前身SolarCity供应了规模为775MW的组件，自此之后公司未再与其开展业务合作。截至目前，公司未与SpaceX开展任何合作，亦未签署任何框架性协议或正式协议，未有在手订单。公司目前的光伏组件产品主要应用于地面光伏领域，主营产品应用场景未发生重大变化。,2026-02-06 09:41:17,https://finance.eastmoney.com/a/202602063643752635.html
日本央行审议委员增一行：若经济和物价前景如预期实现 日本央行有望继续加息,日本央行审议委员增一行称，若经济和物价前景如预期实现，日本央行有望继续加息；基础通胀仍低于2%，但已相当接近该水平。,2026-02-06 09:41:10,https://finance.eastmoney.com/a/202602063643754270.html
古巴国家主席：将推进能源转型应对美国石油封锁,【古巴国家主席：将推进能源转型应对美国石油封锁】古巴国家主席迪亚斯-卡内尔5日在一场记者会上说，古巴将采取一系列措施，推动国家能源结构转型，提升可再生能源在电力生产中的比重，应对美国对古巴的新一轮石油封锁。,2026-02-06 09:40:25,https://finance.eastmoney.com/a/202602063643747544.html
抖音在哈尔滨成立巨量引擎信息技术公司,【抖音在哈尔滨成立巨量引擎信息技术公司】企查查APP显示，近日，哈尔滨巨量引擎信息技术有限公司成立，经营范围包含：数字技术服务；计算机系统服务；软件开发等。企查查股权穿透显示，该公司由抖音集团（香港）有限公司间接全资持股。,2026-02-06 09:37:35,https://finance.eastmoney.com/a/202602063643729790.html
千问“崩了”,【千问“崩了”】2月6日，千问上线奶茶免单活动后，部分用户打开活动页面，发现“千问请客”页面无法点击，页面信息显示“系统开小差了，稍后再试吧”。有用户对记者反馈，除活动页面外，问答功能仍可正常使用。,2026-02-06 09:36:02,https://finance.eastmoney.com/a/202602063643719315.html
兰州牛肉拉面迈向千亿元新征程,【兰州牛肉拉面迈向千亿元新征程】在不久前的甘肃省两会现场，一份关于用“AI+元宇宙”技术为兰州牛肉拉面注入新动能的提案，引发了代表委员们的热烈讨论。提出该提案的省政协委员杜擂升指出，门店总数超7.1万家、全产业链营收突破800亿元、正向千亿规模迈进的兰州牛肉拉面产业，其传统发展模式正遭遇数字时代的挑战。,2026-02-06 09:35:17,https://finance.eastmoney.com/a/202602063643736798.html
AI应用端震荡下挫 遥望科技、浙文互联跌停,AI应用端震荡下挫，遥望科技、浙文互联跌停，石基信息、光云科技、宣亚国际、天下秀等纷纷跟跌。,2026-02-06 09:34:37,https://finance.eastmoney.com/a/202602063643711296.html
白酒板块盘初走弱 皇台酒业跌停,白酒板块盘初走弱，皇台酒业跌停，金徽酒、酒鬼酒、舍得酒业等跟跌。,2026-02-06 09:32:56,https://finance.eastmoney.com/a/202602063643699835.html
贵金属概念再遭重挫 湖南白银二连跌停,贵金属概念再遭重挫，湖南白银二连跌停，盛达资源跌停，山金国金、赤峰黄金、豫光金铅、中国黄金、四川黄金、招金黄金低开。消息面上，现货黄金失守4700美元/盎司，现跌1.6%。,2026-02-06 09:31:02,https://finance.eastmoney.com/a/202602063643688992.html
中药板块表现活跃 特一药业、盘龙药业涨停,中药板块表现活跃，特一药业、盘龙药业涨停，生物谷涨超15%，陇神戎发、粤万年青涨超10%，大唐药业、振东制药、佛慈制药跟涨。,2026-02-06 09:27:22,https://finance.eastmoney.com/a/202602063643681150.html
港股蔚来-SW高开2.02%,港股蔚来-SW高开2.02%，公司预计将在2025年第四季度实现单季度盈利。按照公司测算，四季度经调整后的经营利润预计为1亿元至7亿元人民币，这是蔚来自成立以来第一次在单个季度实现盈利。,2026-02-06 09:26:51,https://finance.eastmoney.com/a/202602063643677043.html
A股开盘：三大指数集体低开,【A股开盘：三大指数集体低开】A股开盘，上证指数低开0.87%，深证成指低开1.09%，创业板指低开1.15%。有色金属、油气资源股领跌。,2026-02-06 09:26:03,https://finance.eastmoney.com/a/202602063643672297.html
央行今日开展315亿元7天逆回购操作,央行今日开展315亿元7天逆回购操作，操作利率为1.40%。同时，以固定数量、利率招标、多重价位中标方式开展了3000亿元14天期逆回购操作。,2026-02-06 09:23:19,https://finance.eastmoney.com/a/202602063643669913.html
“HBM之父”：到2038年HBF的存储需求将超越HBM,【“HBM之父”：到2038年HBF的存储需求将超越HBM】近日，被称作“HBM之父”的韩国科学技术院教授金正浩在“HBF研究内容和技术发展战略简报会”上强调，随着人工智能的思考和推理能力变得重要，从文本向语音界面的转变，所需的数据量将不可避免地急剧增加。金正浩预测，由于HBM本身无法应对急剧增加的需求，行业将不可避免地采用HBF。,2026-02-06 09:22:37,https://finance.eastmoney.com/a/202602063643669572.html
港股低开 恒生指数跌1.97%,港股低开，恒生指数跌1.97%，恒生科技指数跌2.42%。明星科网股走弱，百度跌超4%，京东健康、阿里巴巴均跌超3%，快手、哔哩哔哩、网易-S、京东等个股跟跌。,2026-02-06 09:21:40,https://finance.eastmoney.com/a/202602063643669283.html
阿里千问红包分享链接被微信屏蔽,【阿里千问红包分享链接被微信屏蔽】2月6日，阿里千问正式上线“春节30亿免单”，发放奶茶免单卡。记者发现，继微信封杀自家腾讯元宝、百度文心助手后，千问的红包分享链接也被微信屏蔽，页面显示网页存在诱导或误导下载/跳转的内容，需要跳转第三方浏览器访问。同时，部分用户在千问APP点击分享活动至微信好友时，已自动改为复制口令形式。,2026-02-06 09:20:04,https://finance.eastmoney.com/a/202602063643668846.html
拓普集团成立航天科技公司 含火箭发动机业务,【拓普集团成立航天科技公司 含火箭发动机业务】企查查APP显示，近日，宁波拓普航天科技有限公司成立，注册资本1亿元，经营范围包含：航天器及运载火箭制造；民用航空器（发动机、螺旋桨）生产；民用航天发射技术服务；火箭发动机研发与制造等。企查查股权穿透显示，该公司由拓普集团全资持股。,2026-02-06 09:19:01,https://finance.eastmoney.com/a/202602063643665537.html
求是：金融何以是“国之大者”？,【求是：金融何以是“国之大者”？】习近平总书记深刻指出：“金融是‘国之大者’，关系中国式现代化建设全局。”总书记的重要论断，从战略和全局高度阐明了金融工作的极端重要性，揭示了加快建设金融强国的战略意义。,2026-02-06 09:16:55,https://finance.eastmoney.com/a/202602063643658385.html
人民币兑美元中间价报6.9590 下调20点,人民币兑美元中间价报6.9590，下调20点。,2026-02-06 09:16:13,https://finance.eastmoney.com/a/202602063643652172.html
工信部公开征求《工业软件 二维几何约束引擎应用程序接口规范》等13项行业标准报批意见,【工信部公开征求《工业软件 二维几何约束引擎应用程序接口规范》等13项行业标准报批意见】据工信部，根据行业标准制修订计划，相关标准化技术组织已完成电子行业《工业软件 二维几何约束引擎应用程序接口规范》等13项行业标准的编制工作。为进一步听取社会各界意见，现予以公示。,2026-02-06 09:15:35,https://finance.eastmoney.com/a/202602063643639681.html
神剑股份：公司与中科宇航、星河动力、北京蓝箭鸿擎等均有业务合作,【神剑股份：公司与中科宇航、星河动力、北京蓝箭鸿擎等均有业务合作】神剑股份（002361.SZ）2月6日在投资者互动平台表示，公司与中科宇航、星河动力、北京蓝箭鸿擎等均有业务合作。,2026-02-06 09:12:25,https://finance.eastmoney.com/a/202602063643620322.html
胜利精密：公司已经取得头部客户关于复合铜箔产品的技术授权 双方正在积极推动后续合作事项,【胜利精密：公司已经取得头部客户关于复合铜箔产品的技术授权 双方正在积极推动后续合作事项】胜利精密（002426.SZ）2月6日在投资者互动平台表示，公司已经取得头部客户关于复合铜箔产品的技术授权，双方正在积极推动后续合作事项。,2026-02-06 09:10:44,https://finance.eastmoney.com/a/202602063643619022.html
以色列总理称做好严厉打击伊朗准备,【以色列总理称做好严厉打击伊朗准备】总台记者当地时间2月5日获悉，以色列总理内塔尼亚胡当天在出席议会外交与国防委员会的讨论时表示，以色列已做好对伊朗发动“非常严厉打击”的准备。据称目前的打击准备程度及强度“将远超去年6月对伊朗的打击行动”。他同时表示，以色列和美国在伊朗问题上保持密切沟通。,2026-02-06 09:08:48,https://finance.eastmoney.com/a/202602063643592023.html
现货白银日内转涨 此前一度跌近10%,现货白银日内转涨，此前一度跌近10%。,2026-02-06 09:05:55,https://finance.eastmoney.com/a/202602063643575290.html
北斗短信业务正式推出,【北斗短信业务正式推出】记者5日从中国时空获悉，基于中国时空服务能力，中国移动、中国电信、中国联通均已推出北斗短信业务，不仅为应急通信、户外出行、日常联络筑牢安全防线，更广泛赋能健康服务、养老服务、儿童保障等多元民生场景。,2026-02-06 09:05:28,https://finance.eastmoney.com/a/202602063643565293.html
沪锡期货主力合约日内跌超8%,沪锡期货主力合约日内跌超8%，现报348770元/吨。,2026-02-06 09:04:44,https://finance.eastmoney.com/a/202602063643559687.html
小马智行与摩尔线程达成战略合作,【小马智行与摩尔线程达成战略合作】2月6日，小马智行与摩尔线程正式宣布达成战略合作。双方将聚焦L4级自动驾驶技术落地与规模化应用，围绕小马智行的技术核心——世界模型及虚拟司机系统的训练与优化展开深度协同。,2026-02-06 09:03:41,https://finance.eastmoney.com/a/202602063643553564.html
寒潮继续影响中东部 安徽浙江等地将现明显雨雪,【寒潮继续影响中东部 安徽浙江等地将现明显雨雪】寒潮将继续南下影响我国，江南东部部分地区降温幅度将超过12℃。同时，大范围雨雪天气还将持续，随着气温下降，今天安徽、江苏、上海、浙江等地将出现雨雪转换，安徽南部、浙江北部等地部分地区有大雪，局地暴雪。,2026-02-06 09:02:39,https://finance.eastmoney.com/a/202602063643544919.html
富时中国A50指数期货开跌0.76%,富时中国A50指数期货开跌0.76%。,2026-02-06 09:00:17,https://finance.eastmoney.com/a/202602063643529886.html
国内商品期货早盘开盘 主力合约大面积飘绿,国内商品期货早盘开盘，主力合约大面积飘绿。跌幅方面，沪银跌超17%，铂跌近10%，沪锡跌超6%，碳酸锂跌超5%，钯、沪金跌超4%，烧碱跌超3%，沪铜、国际铜、焦煤、多晶硅、PVC跌超2%，沪镍、玻璃跌近2%，工业硅、原油、聚丙烯、塑料、纯苯等跌超1%；涨幅方面，氧化铝、淀粉、白糖、豆粕、胶版纸等小幅上涨。,2026-02-06 09:00:02,https://finance.eastmoney.com/a/202602063643524852.html
千问30亿元免单引爆春节“AI大战” 奶茶免单开启AI购物时代,【千问30亿元免单引爆春节“AI大战” 奶茶免单开启AI购物时代】2月6日一早，千问App“春节30亿元大免单”正式上线，发动“奶茶攻势”，邀请全国人民用AI一句话免费点奶茶。千问App相关人士表示：“我们希望通过春节大免单活动，邀请大家体验AI时代的全新生活方式，让AI融入人们真实的生活消费之中。”,2026-02-06 08:58:13,https://finance.eastmoney.com/a/202602063643517070.html
嫦娥六号月背样品修正月球研究“时间标尺”,【嫦娥六号月背样品修正月球研究“时间标尺”】月球研究“时间标尺”更新了。基于嫦娥六号月背样品，来自中国科学院地质与地球物理研究所等单位的研究团队结合遥感图像，成功修正沿用数十年的月球撞击坑定年模型，首次证实月球正面与背面的陨石撞击频率基本一致，并揭示月球早期撞击事件呈平滑衰减趋势，而非此前假说中的剧烈波动。相关研究成果5日发表于《科学进展》杂志。,2026-02-06 08:56:44,https://finance.eastmoney.com/a/202602063643501798.html
中国打通量子网络“任督二脉” 理论构想走向现实可能,【中国打通量子网络“任督二脉” 理论构想走向现实可能】近日，中国科学家在量子通信领域取得关键突破，构建出首个真正可扩展的量子网络中继单元。这一成果与另一项新型加密技术的结合，不仅在11公里光纤中完成了最高安全等级的通信验证，更将安全成码距离推进至100公里，标志着我国在远距离量子通信实用化道路上迈出决定性一步。,2026-02-06 08:55:42,https://finance.eastmoney.com/a/202602063643496065.html
为无人驾驶时代铺设中国“安全基座”,【为无人驾驶时代铺设中国“安全基座”】一辆自动驾驶汽车平稳驶上庞大的多自由度平台，车轮随之转动，模拟着真实道路的行驶状态。一旁，由众多仪器构成的模拟测试系统正在运行。在虚拟世界中，系统悄然向这辆车注入无数极端场景：前方突然出现的行人、侧方疾驰而过的车辆、瞬间变幻的雨雪天气……“传统路测需要半年才能遇到的危险场景，如今只需3天就能全部‘考’完。”西安建筑科技大学校长、长安大学教授赵祥模表示。,2026-02-06 08:54:08,https://finance.eastmoney.com/a/202602063643488956.html
低位重仓做多高位精准阻击 中财期货席位成白银期货超级行情大赢家！,【低位重仓做多高位精准阻击 中财期货席位成白银期货超级行情大赢家！】在白银市场经历剧烈调整时，中财期货席位在1月29日的2.5万手空单，在5个交易日内浮盈或超40亿元。记者发现，中财期货席位在此前白银期货加速上涨时悄然建立空头头寸，并成为第一大空头席位，但这并非该席位首次建仓空单。而该席位在2023年、2024年白银相对低位时，曾是沪银期货的第一大多头，在2025年上半年亦是多头主力。,2026-02-06 08:52:28,https://finance.eastmoney.com/a/202602063643478980.html
美伊谈判前夕 伊朗展示先进弹道导弹,【美伊谈判前夕 伊朗展示先进弹道导弹】当地时间4日晚，伊朗伊斯兰革命卫队公布一处地下导弹设施，并展示其中已进入实战部署状态的“霍拉姆沙赫尔-4”型弹道导弹，这是伊朗最先进的弹道导弹之一。,2026-02-06 08:48:58,https://finance.eastmoney.com/a/202602063643473234.html
中信证券：具备药险资源整合能力与技术壁垒的平台型公司 有望脱颖而出,【中信证券：具备药险资源整合能力与技术壁垒的平台型公司 有望脱颖而出】中信证券认为，在基本医保管理边界逐渐明晰的趋势下，商保有望成为医疗健康产业支付端的核心增量，当前政策红利、数据资产与商业健康险产品迭代共振有望开启医疗健康产业多元化支付体系发展新周期。,2026-02-06 08:48:45,https://finance.eastmoney.com/a/202602063643473329.html
两市融资余额减少117.57亿元,【两市融资余额减少117.57亿元】截至2月5日，上交所融资余额报13434.77亿元，较前一交易日减少49.55亿元；深交所融资余额报13119.17亿元，较前一交易日减少68.02亿元；两市合计26553.94亿元，较前一交易日减少117.57亿元。,2026-02-06 08:48:06,https://finance.eastmoney.com/a/202602063643472947.html
电气风电再获576MW海风订单,【电气风电再获576MW海风订单】据电气风电消息，继2月2日获福建华电长乐55万千瓦海上风电项目后，近日，申能海南CZ2海上风电示范项目二期风力发电机组（含塔筒）设备采购标段I、II中标结果公示，公示内容显示，电气风电均位列第一中标候选人。两个标段中标总容量为576MW。,2026-02-06 08:45:14,https://finance.eastmoney.com/a/202602063643471522.html
消息称英伟达RTX60系列显卡将推迟 预计2027年底才会大规模生产,【消息称英伟达RTX60系列显卡将推迟 预计2027年底才会大规模生产】由于行业内存涨价潮致供应紧张，以及公司将产能优先倾斜至AI芯片，英伟达将推迟RTX 50系列SUPER显卡的发布计划。受此影响，面向游戏玩家的下一代产品线RTX 60系列也将延后量产，预计要到2027年底才会启动大规模生产，这意味着该系列显卡可能要到2028年甚至更晚才会上市。,2026-02-06 08:40:26,https://finance.eastmoney.com/a/202602063643471245.html
现货金银回升 现货黄金跌幅收窄至1%以内,现货金银回升，现货黄金跌幅收窄至1%以内，此前跌超2.5%，现货白银跌幅收窄至2.3%，此前跌9%。,2026-02-06 08:36:58,https://finance.eastmoney.com/a/202602063643470928.html
